1549639775,024,002;
1549639775,024,002;
1549639776,023,002;
1549639776,025,002;
1549639777,025,000;
1549639778,024,001;
1549639778,023,001;
1549639779,025,002;
1549639779,024,002;
1549639780,024,001;
1549639781,024,005;
1549639781,024,001;
1549639782,024,007;
1549639782,024,002;
1549639783,024,001;
1549639784,025,004;
1549639784,024,002;
1549639785,023,005;
1549639786,025,001;
1549639786,024,001;
1549639787,025,001;
1549639787,024,001;
1549639788,024,001;
1549639789,023,001;
1549639789,024,002;
1549639790,024,001;
1549639790,025,001;
1549639791,024,004;
1549639792,024,002;
1549639792,024,001;
1549639793,024,007;
1549639793,025,002;
1549639794,024,001;
1549639795,024,002;
1549639795,024,003;
1549639796,023,002;
1549639796,025,002;
1549639797,025,001;
1549639798,024,003;
1549639798,025,002;
1549639799,025,132;
1549639799,024,036;
1549639800,024,001;
1549639801,025,002;
1549639801,025,001;
1549639802,025,004;
1549639802,024,002;
1549639803,023,002;
1549639804,025,001;
1549639804,025,044;
1549639805,025,001;
1549639805,025,001;
1549639806,024,001;
1549639807,024,002;
1549639807,023,000;
1549639808,024,002;
1549639808,025,001;
1549639809,025,002;
1549639810,024,001;
1549639810,024,003;
1549639811,025,001;
1549639811,024,002;
1549639812,025,001;
1549639813,024,002;
1549639813,026,255;
1549639814,024,001;
1549639815,025,001;
1549639815,025,002;
1549639816,023,001;
1549639816,025,001;
1549639817,025,001;
1549639818,024,003;
1549639818,024,001;
1549639819,024,002;
1549639819,024,004;
1549639820,025,002;
1549639821,023,001;
1549639821,025,002;
1549639822,024,001;
1549639822,024,001;
1549639823,024,001;
1549639824,025,002;
1549639824,024,001;
1549639825,024,001;
1549639825,024,002;
1549639826,025,000;
1549639827,025,001;
1549639827,025,001;
1549639828,025,001;
1549639828,023,001;
1549639829,024,002;
1549639830,025,010;
1549639830,023,003;
1549639831,024,001;
1549639831,025,001;
1549639832,024,002;
1549639833,024,001;
1549639833,024,000;
1549639834,025,001;
1549639834,024,001;
1549639835,025,001;
1549639836,024,002;
1549639836,025,002;
1549639837,025,001;
1549639837,025,001;
1549639838,025,002;
1549639839,024,004;
1549639839,025,001;
1549639840,025,001;
1549639840,023,002;
1549639841,023,002;
1549639842,024,001;
1549639842,025,002;
1549639843,024,001;
1549639844,025,001;
1549639844,024,001;
1549639845,025,002;
1549639845,025,003;
1549639846,024,002;
1549639847,025,003;
1549639847,025,001;
1549639848,023,001;
1549639848,025,000;
1549639849,023,001;
1549639850,024,003;
1549639850,023,001;
1549639851,023,118;
1549639851,024,005;
1549639852,024,001;
1549639853,024,001;
1549639853,023,000;
1549639854,025,000;
1549639854,025,001;
1549639855,023,095;
1549639856,023,002;
1549639856,024,015;
1549639857,024,002;
1549639857,023,003;
1549639858,025,010;
1549639859,024,002;
1549639859,024,001;
1549639860,025,001;
1549639860,024,002;
1549639861,025,033;
1549639862,023,001;
1549639862,024,001;
1549639863,025,001;
1549639863,024,002;
1549639864,023,005;
1549639865,025,012;
1549639865,023,004;
1549639866,024,001;
1549639866,023,004;
1549639867,025,001;
1549639868,023,255;
1549639868,024,002;
1549639869,024,010;
1549639869,024,012;
1549639870,025,001;
1549639871,025,002;
1549639871,025,040;
1549639872,023,003;
1549639873,025,004;
1549639873,024,002;
1549639874,025,002;
1549639874,025,001;
1549639875,023,002;
1549639876,024,002;
1549639876,025,000;
1549639877,025,004;
1549639877,025,001;
1549639878,024,002;
1549639879,024,001;
1549639879,025,002;
1549639880,025,001;
1549639880,024,002;
1549639881,024,002;
1549639882,025,002;
1549639882,025,000;
1549639883,024,001;
1549639883,024,005;
1549639884,023,003;
1549639885,025,001;
1549639885,024,001;
1549639886,024,002;
1549639886,024,001;
1549639887,024,001;
1549639888,024,002;
1549639888,024,001;
1549639889,025,002;
1549639889,025,002;
1549639890,024,002;
1549639891,024,001;
1549639891,024,002;
1549639892,024,002;
1549639892,024,003;
1549639893,024,003;
1549639894,025,001;
1549639894,024,002;
1549639895,024,002;
1549639895,024,001;
1549639896,025,005;
1549639897,025,002;
1549639897,023,003;
1549639898,024,255;
1549639898,025,255;
1549639899,024,001;
1549639900,024,012;
1549639900,024,006;
1549639901,023,005;
1549639902,024,005;
1549639902,024,003;
1549639903,025,001;
1549639903,024,002;
1549639904,025,002;
1549639905,025,001;
1549639905,025,032;
1549639906,024,002;
1549639906,024,003;
1549639907,024,001;
1549639908,024,003;
1549639908,025,001;
1549639909,025,002;
1549639909,025,002;
1549639910,025,000;
1549639911,024,004;
1549639911,024,008;
1549639912,023,001;
1549639912,024,001;
1549639913,023,001;
1549639914,025,001;
1549639914,024,002;
1549639915,025,002;
1549639915,024,003;
1549639916,025,019;
1549639917,025,001;
1549639917,023,000;
1549639918,024,001;
1549639918,024,063;
1549639919,024,002;
1549639920,024,002;
1549639920,025,001;
1549639921,024,012;
1549639921,024,000;
1549639922,025,008;
1549639923,024,003;
1549639923,025,005;
1549639924,024,001;
1549639924,024,002;
1549639925,024,002;
1549639926,024,003;
1549639926,024,002;
1549639927,025,002;
1549639928,024,065;
