1550058556,23,003;
1550058557,23,002;
1550058557,22,004;
1550058558,23,018;
1550058558,23,065;
1550058559,23,016;
1550058560,23,008;
1550058560,22,006;
1550058561,23,011;
1550058561,22,002;
1550058562,22,002;
1550058563,23,002;
1550058563,23,002;
1550058564,22,008;
1550058564,23,023;
1550058565,23,255;
1550058566,23,013;
1550058566,23,008;
1550058567,22,003;
1550058567,22,004;
1550058568,23,002;
1550058569,22,010;
1550058569,23,008;
1550058570,22,003;
1550058571,22,003;
1550058571,22,001;
1550058572,22,002;
1550058572,22,003;
1550058573,22,004;
1550058574,23,003;
1550058574,22,006;
1550058575,23,008;
1550058575,23,006;
1550058576,23,009;
1550058577,23,255;
1550058577,23,255;
1550058578,24,209;
1550058578,23,007;
1550058579,23,255;
1550058580,22,255;
1550058580,23,006;
1550058581,23,002;
1550058581,23,001;
1550058582,23,026;
1550058583,22,004;
1550058583,22,001;
1550058584,24,004;
1550058584,22,005;
1550058585,22,005;
1550058586,23,006;
1550058586,23,004;
1550058587,23,005;
1550058587,24,032;
1550058588,22,007;
1550058589,23,001;
1550058589,22,008;
1550058590,22,017;
1550058590,24,003;
1550058591,23,001;
1550058592,22,001;
1550058592,23,003;
1550058593,24,002;
1550058593,23,002;
1550058594,22,005;
1550058595,23,008;
1550058595,23,006;
1550058596,23,003;
1550058596,22,005;
1550058597,22,011;
1550058598,22,007;
1550058598,23,003;
1550058599,23,003;
1550058600,23,051;
1550058600,22,004;
1550058601,24,007;
1550058601,23,004;
1550058602,22,002;
1550058603,22,008;
1550058603,22,003;
1550058604,22,004;
1550058604,23,002;
1550058605,24,007;
1550058606,23,004;
1550058606,24,003;
1550058607,23,003;
1550058607,23,001;
1550058608,23,005;
1550058609,22,002;
1550058609,22,003;
1550058610,23,002;
1550058610,23,002;
1550058611,22,003;
1550058612,23,002;
1550058612,22,002;
1550058613,23,001;
1550058613,23,004;
1550058614,23,013;
1550058615,23,126;
1550058615,22,004;
1550058616,22,002;
1550058616,22,003;
1550058617,23,004;
1550058618,22,004;
1550058618,23,003;
1550058619,23,002;
1550058619,23,012;
1550058620,23,002;
1550058621,24,004;
1550058621,22,001;
1550058622,22,002;
1550058622,23,006;
1550058623,23,016;
1550058624,23,008;
1550058624,23,003;
1550058625,23,004;
1550058625,23,019;
1550058626,23,003;
1550058627,22,018;
1550058627,22,004;
1550058628,22,009;
1550058629,22,020;
1550058629,23,002;
1550058630,23,003;
1550058630,23,005;
1550058631,22,003;
1550058632,23,002;
1550058632,22,013;
1550058633,23,002;
1550058633,23,002;
1550058634,23,002;
1550058635,22,002;
1550058635,24,008;
1550058636,23,002;
1550058636,23,014;
1550058637,22,002;
1550058638,22,002;
1550058638,23,003;
1550058639,22,004;
1550058639,23,010;
1550058640,23,022;
1550058641,23,006;
1550058641,23,002;
1550058642,23,002;
1550058642,22,005;
1550058643,23,003;
1550058644,22,003;
1550058644,23,005;
1550058645,24,001;
1550058645,23,010;
1550058646,22,003;
1550058647,22,003;
1550058647,23,003;
1550058648,22,017;
1550058648,22,066;
1550058649,24,001;
1550058650,22,006;
1550058650,22,002;
1550058651,22,003;
1550058651,22,016;
1550058652,22,002;
1550058653,22,013;
1550058653,22,002;
1550058654,22,004;
1550058654,23,017;
1550058655,22,004;
1550058656,23,063;
1550058656,22,008;
1550058657,22,002;
1550058658,23,009;
1550058658,23,003;
1550058659,22,002;
1550058659,23,002;
1550058660,23,004;
1550058661,22,003;
1550058661,23,001;
1550058662,23,003;
1550058662,22,002;
1550058663,23,009;
1550058664,23,004;
1550058664,24,003;
1550058665,22,003;
1550058665,23,006;
1550058666,22,003;
1550058667,23,003;
1550058667,23,004;
1550058668,22,003;
1550058668,23,002;
1550058669,22,004;
1550058670,23,006;
1550058670,22,003;
1550058671,23,002;
